shipment_id,order_id,shipment_date,delivery_date,days_between_shipement_delivery,carrier,tracking_number,shipment_status,updated_at
5630,5630,2024-06-24,2024-06-29,5,DHL,TRK907590,Shipped,
5642,5642,2024-11-05,2024-11-10,5,DHL,TRK645891,Shipped,
5654,5654,2023-12-11,2023-12-16,5,DHL,TRK495502,Shipped,
5657,5657,2024-01-09,2024-01-14,5,DHL,TRK403621,Shipped,
5882,5882,2023-12-11,2023-12-16,5,DHL,TRK364410,Shipped,
5960,5960,2024-03-21,2024-03-26,5,DHL,TRK464845,Shipped,
5975,5975,2023-11-30,2023-12-05,5,DHL,TRK412657,Shipped,
5984,5984,2024-05-31,2024-06-05,5,DHL,TRK634038,Shipped,
6017,6017,2024-06-02,2024-06-07,5,DHL,TRK745604,Shipped,
6059,6059,2024-07-08,2024-07-13,5,DHL,TRK522416,Shipped,
6098,6098,2023-11-23,2023-11-28,5,DHL,TRK204504,Shipped,
6143,6143,2024-06-23,2024-06-28,5,DHL,TRK342680,Shipped,
6179,6179,2024-06-16,2024-06-21,5,DHL,TRK889954,Shipped,
6356,6356,2024-07-18,2024-07-23,5,DHL,TRK427141,Shipped,
6383,6383,2023-11-18,2023-11-23,5,DHL,TRK747055,Shipped,
6398,6398,2024-09-21,2024-09-26,5,DHL,TRK656046,Shipped,
6473,6473,2023-12-19,2023-12-24,5,DHL,TRK519251,Shipped,
6485,6485,2024-08-29,2024-09-03,5,DHL,TRK831077,Shipped,
6509,6509,2024-06-29,2024-07-04,5,DHL,TRK935402,Shipped,
6746,6746,2024-08-09,2024-08-14,5,DHL,TRK475943,Shipped,
6791,6791,2024-09-01,2024-09-06,5,DHL,TRK792252,Shipped,
7004,7004,2024-09-19,2024-09-24,5,DHL,TRK231255,Shipped,
7040,7040,2024-08-02,2024-08-07,5,DHL,TRK226175,Shipped,
7232,7232,2024-05-22,2024-05-27,5,DHL,TRK809894,Shipped,
7298,7298,2024-08-06,2024-08-11,5,DHL,TRK789859,Shipped,
7328,7328,2024-03-17,2024-03-22,5,DHL,TRK169275,Shipped,
7370,7370,2024-09-11,2024-09-16,5,DHL,TRK578612,Shipped,
7415,7415,2024-10-03,2024-10-08,5,DHL,TRK066644,Shipped,
7463,7463,2024-05-30,2024-06-04,5,DHL,TRK259996,Shipped,
7487,7487,2024-02-23,2024-02-28,5,DHL,TRK716265,Shipped,
7589,7589,2024-10-24,2024-10-29,5,DHL,TRK289534,Shipped,
7664,7664,2024-08-23,2024-08-28,5,DHL,TRK321908,Shipped,
7670,7670,2024-05-14,2024-05-19,5,DHL,TRK752138,Shipped,
7688,7688,2024-05-29,2024-06-03,5,DHL,TRK277884,Shipped,
7880,7880,2024-01-07,2024-01-12,5,DHL,TRK873070,Shipped,
7934,7934,2024-04-01,2024-04-06,5,DHL,TRK173404,Shipped,
8045,8045,2024-09-19,2024-09-24,5,DHL,TRK457243,Shipped,
8141,8141,2023-12-03,2023-12-08,5,DHL,TRK972484,Shipped,
8186,8186,2024-04-30,2024-05-05,5,DHL,TRK662224,Shipped,
8192,8192,2024-02-04,2024-02-09,5,DHL,TRK987730,Shipped,
8243,8243,2024-04-17,2024-04-22,5,DHL,TRK143961,Shipped,
8357,8357,2023-11-09,2023-11-14,5,DHL,TRK618994,Shipped,
8384,8384,2024-08-09,2024-08-14,5,DHL,TRK311158,Shipped,
8387,8387,2024-10-29,2024-11-03,5,DHL,TRK930017,Shipped,
8546,8546,2024-10-30,2024-11-04,5,DHL,TRK489326,Shipped,
8549,8549,2023-12-05,2023-12-10,5,DHL,TRK699889,Shipped,
8618,8618,2024-01-16,2024-01-21,5,DHL,TRK817343,Shipped,
8621,8621,2024-02-17,2024-02-22,5,DHL,TRK364371,Shipped,
8780,8780,2024-07-01,2024-07-06,5,DHL,TRK750271,Shipped,
8822,8822,2024-07-22,2024-07-27,5,DHL,TRK988384,Shipped,
8843,8843,2024-05-21,2024-05-26,5,DHL,TRK364790,Shipped,
8963,8963,2024-01-17,2024-01-22,5,DHL,TRK776913,Shipped,
8981,8981,2024-01-09,2024-01-14,5,DHL,TRK161669,Shipped,
9002,9002,2024-06-06,2024-06-11,5,DHL,TRK792840,Shipped,
9203,9203,2024-02-03,2024-02-08,5,DHL,TRK689986,Shipped,
9239,9239,2024-05-28,2024-06-02,5,DHL,TRK550830,Shipped,
9419,9419,2024-04-15,2024-04-20,5,DHL,TRK564113,Shipped,
9500,9500,2024-06-05,2024-06-10,5,DHL,TRK398356,Shipped,
9509,9509,2023-12-28,2024-01-02,5,DHL,TRK708242,Shipped,
9518,9518,2024-02-08,2024-02-13,5,DHL,TRK295634,Shipped,
9620,9620,2024-02-20,2024-02-25,5,DHL,TRK716847,Shipped,
9638,9638,2024-04-29,2024-05-04,5,DHL,TRK212658,Shipped,
9764,9764,2024-07-23,2024-07-28,5,DHL,TRK348526,Shipped,
9818,9818,2024-04-01,2024-04-06,5,DHL,TRK664749,Shipped,
9821,9821,2024-07-30,2024-08-04,5,DHL,TRK419932,Shipped,
9845,9845,2023-11-20,2023-11-25,5,DHL,TRK577734,Shipped,
9863,9863,2024-10-18,2024-10-23,5,DHL,TRK355923,Shipped,
10010,10010,2024-08-20,2024-08-25,5,DHL,TRK486758,Shipped,
10103,10103,2024-05-27,2024-06-01,5,DHL,TRK150842,Shipped,
10370,10370,2024-01-29,2024-02-03,5,DHL,TRK844920,Shipped,
10421,10421,2024-07-07,2024-07-12,5,DHL,TRK877107,Shipped,
10442,10442,2023-12-15,2023-12-20,5,DHL,TRK982513,Shipped,
10457,10457,2024-05-02,2024-05-07,5,DHL,TRK760281,Shipped,
10463,10463,2024-09-28,2024-10-03,5,DHL,TRK767260,Shipped,
10541,10541,2024-01-24,2024-01-29,5,DHL,TRK270263,Shipped,
10547,10547,2024-04-04,2024-04-09,5,DHL,TRK339900,Shipped,
10562,10562,2024-09-21,2024-09-26,5,DHL,TRK122792,Shipped,
10649,10649,2024-07-03,2024-07-08,5,DHL,TRK138789,Shipped,
10721,10721,2024-03-01,2024-03-06,5,DHL,TRK283085,Shipped,
10757,10757,2024-09-06,2024-09-11,5,DHL,TRK575004,Shipped,
10772,10772,2024-07-18,2024-07-23,5,DHL,TRK208381,Shipped,
10793,10793,2024-01-31,2024-02-05,5,DHL,TRK982601,Shipped,
10829,10829,2024-08-13,2024-08-18,5,DHL,TRK352578,Shipped,
10856,10856,2024-11-05,2024-11-10,5,DHL,TRK956127,Shipped,
10916,10916,2024-09-14,2024-09-19,5,DHL,TRK938808,Shipped,
11081,11081,2024-09-08,2024-09-13,5,DHL,TRK858780,Shipped,
11150,11150,2024-02-11,2024-02-16,5,DHL,TRK092517,Shipped,
11210,11210,2024-05-22,2024-05-27,5,DHL,TRK476052,Shipped,
11318,11318,2024-07-23,2024-07-28,5,DHL,TRK493242,Shipped,
11360,11360,2024-01-16,2024-01-21,5,DHL,TRK027514,Shipped,
11423,11423,2024-01-11,2024-01-16,5,DHL,TRK412178,Shipped,
11426,11426,2024-02-13,2024-02-18,5,DHL,TRK518934,Shipped,
11474,11474,2024-01-24,2024-01-29,5,DHL,TRK624371,Shipped,
11534,11534,2024-09-08,2024-09-13,5,DHL,TRK520925,Shipped,
11537,11537,2024-02-28,2024-03-04,5,DHL,TRK374865,Shipped,
11555,11555,2024-08-14,2024-08-19,5,DHL,TRK123663,Shipped,
11576,11576,2024-04-08,2024-04-13,5,DHL,TRK062739,Shipped,
11642,11642,2024-05-10,2024-05-15,5,DHL,TRK886957,Shipped,
11744,11744,2024-09-23,2024-09-28,5,DHL,TRK482169,Shipped,
11816,11816,2024-06-25,2024-06-30,5,DHL,TRK915711,Shipped,
11888,11888,2024-07-31,2024-08-05,5,DHL,TRK926455,Shipped,
11891,11891,2024-06-21,2024-06-26,5,DHL,TRK532317,Shipped,
11996,11996,2024-10-16,2024-10-21,5,DHL,TRK625555,Shipped,
12053,12053,2024-08-19,2024-08-24,5,DHL,TRK085789,Shipped,
12062,12062,2024-10-08,2024-10-13,5,DHL,TRK016990,Shipped,
12113,12113,2024-07-08,2024-07-13,5,DHL,TRK861024,Shipped,
12131,12131,2023-12-27,2024-01-01,5,DHL,TRK357462,Shipped,
12206,12206,2024-02-09,2024-02-14,5,DHL,TRK176719,Shipped,
12218,12218,2024-09-15,2024-09-20,5,DHL,TRK548115,Shipped,
12224,12224,2024-08-19,2024-08-24,5,DHL,TRK302308,Shipped,
12239,12239,2024-09-24,2024-09-29,5,DHL,TRK934993,Shipped,
12242,12242,2024-01-20,2024-01-25,5,DHL,TRK692806,Shipped,
12371,12371,2023-12-31,2024-01-05,5,DHL,TRK168724,Shipped,
12425,12425,2024-04-01,2024-04-06,5,DHL,TRK547427,Shipped,
12431,12431,2024-10-08,2024-10-13,5,DHL,TRK985937,Shipped,
12434,12434,2024-05-15,2024-05-20,5,DHL,TRK619637,Shipped,
12446,12446,2024-03-04,2024-03-09,5,DHL,TRK861947,Shipped,
12470,12470,2024-02-28,2024-03-04,5,DHL,TRK433585,Shipped,
12482,12482,2024-02-08,2024-02-13,5,DHL,TRK758288,Shipped,
12656,12656,2024-04-01,2024-04-06,5,DHL,TRK400135,Shipped,
12728,12728,2024-07-16,2024-07-21,5,DHL,TRK913408,Shipped,
12815,12815,2024-04-09,2024-04-14,5,DHL,TRK956035,Shipped,
12821,12821,2024-06-27,2024-07-02,5,DHL,TRK415840,Shipped,
12857,12857,2023-12-09,2023-12-14,5,DHL,TRK769033,Shipped,
12893,12893,2024-08-22,2024-08-27,5,DHL,TRK721947,Shipped,
12926,12926,2024-07-01,2024-07-06,5,DHL,TRK154132,Shipped,
12935,12935,2024-09-15,2024-09-20,5,DHL,TRK210906,Shipped,
12992,12992,2023-12-04,2023-12-09,5,DHL,TRK768518,Shipped,
13031,13031,2024-07-01,2024-07-06,5,DHL,TRK836841,Shipped,
13046,13046,2024-09-13,2024-09-18,5,DHL,TRK534280,Shipped,
13130,13130,2024-10-04,2024-10-09,5,DHL,TRK056505,Shipped,
13241,13241,2024-08-13,2024-08-18,5,DHL,TRK217344,Shipped,
13316,13316,2024-07-28,2024-08-02,5,DHL,TRK245475,Shipped,
13415,13415,2023-12-31,2024-01-05,5,DHL,TRK746749,Shipped,
13466,13466,2024-09-12,2024-09-17,5,DHL,TRK240534,Shipped,
13502,13502,2023-11-14,2023-11-19,5,DHL,TRK298681,Shipped,
13568,13568,2024-03-23,2024-03-28,5,DHL,TRK491423,Shipped,
13580,13580,2024-07-27,2024-08-01,5,DHL,TRK638212,Shipped,
13583,13583,2024-08-09,2024-08-14,5,DHL,TRK408561,Shipped,
13586,13586,2024-05-04,2024-05-09,5,DHL,TRK083630,Shipped,
13604,13604,2024-04-26,2024-05-01,5,DHL,TRK772312,Shipped,
13664,13664,2024-10-17,2024-10-22,5,DHL,TRK150592,Shipped,
13721,13721,2024-10-31,2024-11-05,5,DHL,TRK125611,Shipped,
13772,13772,2024-04-01,2024-04-06,5,DHL,TRK554838,Shipped,
13793,13793,2024-03-03,2024-03-08,5,DHL,TRK482611,Shipped,
13802,13802,2023-12-25,2023-12-30,5,DHL,TRK712243,Shipped,
13835,13835,2024-08-02,2024-08-07,5,DHL,TRK775966,Shipped,
13877,13877,2023-11-11,2023-11-16,5,DHL,TRK124253,Shipped,
13949,13949,2024-01-02,2024-01-07,5,DHL,TRK780286,Shipped,
13967,13967,2024-09-20,2024-09-25,5,DHL,TRK568740,Shipped,
14099,14099,2024-10-26,2024-10-31,5,DHL,TRK168632,Shipped,
14129,14129,2024-03-05,2024-03-10,5,DHL,TRK434290,Shipped,
14135,14135,2024-05-02,2024-05-07,5,DHL,TRK126183,Shipped,
14219,14219,2024-04-23,2024-04-28,5,DHL,TRK848460,Shipped,
14270,14270,2024-08-23,2024-08-28,5,DHL,TRK319462,Shipped,
14363,14363,2023-12-15,2023-12-20,5,DHL,TRK185811,Shipped,
14378,14378,2024-06-19,2024-06-24,5,DHL,TRK291832,Shipped,
14411,14411,2024-08-02,2024-08-07,5,DHL,TRK264367,Shipped,
14456,14456,2024-07-11,2024-07-16,5,DHL,TRK161572,Shipped,
14492,14492,2024-02-03,2024-02-08,5,DHL,TRK721856,Shipped,
14804,14804,2024-08-05,2024-08-10,5,DHL,TRK546203,Shipped,
14828,14828,2024-05-20,2024-05-25,5,DHL,TRK804346,Shipped,
14876,14876,2024-09-14,2024-09-19,5,DHL,TRK789116,Shipped,
14927,14927,2024-05-13,2024-05-18,5,DHL,TRK723858,Shipped,
56,56,2024-03-04,2024-03-11,7,DHL,TRK380369,Shipped,
113,113,2023-11-11,2023-11-18,7,DHL,TRK913858,Shipped,
122,122,2024-08-25,2024-09-01,7,DHL,TRK660386,Shipped,
134,134,2024-01-20,2024-01-27,7,DHL,TRK815000,Shipped,
227,227,2024-06-09,2024-06-16,7,DHL,TRK911143,Shipped,
311,311,2024-02-20,2024-02-27,7,DHL,TRK322376,Shipped,
335,335,2024-01-06,2024-01-13,7,DHL,TRK692917,Shipped,
410,410,2024-10-15,2024-10-22,7,DHL,TRK671768,Shipped,
440,440,2024-07-25,2024-08-01,7,DHL,TRK958649,Shipped,
488,488,2024-07-26,2024-08-02,7,DHL,TRK287855,Shipped,
491,491,2024-01-30,2024-02-06,7,DHL,TRK655294,Shipped,
554,554,2024-09-21,2024-09-28,7,DHL,TRK343650,Shipped,
557,557,2024-05-02,2024-05-09,7,DHL,TRK617376,Shipped,
746,746,2024-09-08,2024-09-15,7,DHL,TRK778524,Shipped,
773,773,2023-12-12,2023-12-19,7,DHL,TRK528683,Shipped,
815,815,2023-12-21,2023-12-28,7,DHL,TRK467222,Shipped,
839,839,2023-12-09,2023-12-16,7,DHL,TRK172878,Shipped,
872,872,2023-11-28,2023-12-05,7,DHL,TRK605269,Shipped,
941,941,2024-04-01,2024-04-08,7,DHL,TRK648128,Shipped,
980,980,2024-03-05,2024-03-12,7,DHL,TRK576181,Shipped,
1118,1118,2024-04-16,2024-04-23,7,DHL,TRK036780,Shipped,
1124,1124,2024-06-23,2024-06-30,7,DHL,TRK711298,Shipped,
1163,1163,2024-06-02,2024-06-09,7,DHL,TRK508486,Shipped,
1181,1181,2024-05-12,2024-05-19,7,DHL,TRK689853,Shipped,
1187,1187,2024-08-19,2024-08-26,7,DHL,TRK867885,Shipped,
1256,1256,2024-03-03,2024-03-10,7,DHL,TRK606357,Shipped,
1295,1295,2024-02-23,2024-03-01,7,DHL,TRK305842,Shipped,
1307,1307,2024-09-24,2024-10-01,7,DHL,TRK158372,Shipped,
1340,1340,2024-10-06,2024-10-13,7,DHL,TRK957467,Shipped,
1400,1400,2023-12-20,2023-12-27,7,DHL,TRK199213,Shipped,
1415,1415,2024-09-25,2024-10-02,7,DHL,TRK359509,Shipped,
1454,1454,2024-06-30,2024-07-07,7,DHL,TRK883768,Shipped,
1544,1544,2024-05-21,2024-05-28,7,DHL,TRK003493,Shipped,
1559,1559,2023-12-11,2023-12-18,7,DHL,TRK790236,Shipped,
1607,1607,2024-02-25,2024-03-03,7,DHL,TRK003800,Shipped,
1676,1676,2024-07-26,2024-08-02,7,DHL,TRK213522,Shipped,
1682,1682,2024-05-31,2024-06-07,7,DHL,TRK390400,Shipped,
1727,1727,2024-03-25,2024-04-01,7,DHL,TRK240654,Shipped,
1754,1754,2023-11-30,2023-12-07,7,DHL,TRK567459,Shipped,
1817,1817,2024-03-25,2024-04-01,7,DHL,TRK871032,Shipped,
1829,1829,2024-10-19,2024-10-26,7,DHL,TRK904094,Shipped,
1994,1994,2024-04-18,2024-04-25,7,DHL,TRK808382,Shipped,
2006,2006,2023-12-01,2023-12-08,7,DHL,TRK879286,Shipped,
2018,2018,2024-05-27,2024-06-03,7,DHL,TRK077845,Shipped,
2066,2066,2024-01-28,2024-02-04,7,DHL,TRK712858,Shipped,
2105,2105,2024-07-04,2024-07-11,7,DHL,TRK494268,Shipped,
2144,2144,2024-02-27,2024-03-05,7,DHL,TRK957437,Shipped,
2165,2165,2024-02-07,2024-02-14,7,DHL,TRK077766,Shipped,
2222,2222,2024-07-13,2024-07-20,7,DHL,TRK601378,Shipped,
2240,2240,2024-10-22,2024-10-29,7,DHL,TRK822725,Shipped,
2321,2321,2024-10-13,2024-10-20,7,DHL,TRK011031,Shipped,
2342,2342,2024-09-10,2024-09-17,7,DHL,TRK350777,Shipped,
2435,2435,2024-08-22,2024-08-29,7,DHL,TRK406085,Shipped,
2453,2453,2024-07-24,2024-07-31,7,DHL,TRK105662,Shipped,
2540,2540,2024-05-22,2024-05-29,7,DHL,TRK291639,Shipped,
2546,2546,2024-04-16,2024-04-23,7,DHL,TRK459616,Shipped,
2549,2549,2023-12-12,2023-12-19,7,DHL,TRK946362,Shipped,
2579,2579,2024-08-15,2024-08-22,7,DHL,TRK036943,Shipped,
2618,2618,2024-07-17,2024-07-24,7,DHL,TRK736559,Shipped,
2648,2648,2024-08-05,2024-08-12,7,DHL,TRK060674,Shipped,
2651,2651,2024-06-14,2024-06-21,7,DHL,TRK024454,Shipped,
2801,2801,2024-07-20,2024-07-27,7,DHL,TRK077011,Shipped,
2840,2840,2024-09-24,2024-10-01,7,DHL,TRK686306,Shipped,
2867,2867,2024-10-23,2024-10-30,7,DHL,TRK054217,Shipped,
3038,3038,2024-07-14,2024-07-21,7,DHL,TRK427002,Shipped,
3095,3095,2023-12-24,2023-12-31,7,DHL,TRK857658,Shipped,
3167,3167,2024-03-06,2024-03-13,7,DHL,TRK683000,Shipped,
3173,3173,2023-11-22,2023-11-29,7,DHL,TRK691818,Shipped,
3242,3242,2024-03-13,2024-03-20,7,DHL,TRK367377,Shipped,
3272,3272,2024-02-01,2024-02-08,7,DHL,TRK244599,Shipped,
3335,3335,2023-12-24,2023-12-31,7,DHL,TRK248172,Shipped,
3377,3377,2024-03-11,2024-03-18,7,DHL,TRK858982,Shipped,
3383,3383,2024-10-06,2024-10-13,7,DHL,TRK228091,Shipped,
3611,3611,2024-09-04,2024-09-11,7,DHL,TRK679659,Shipped,
3629,3629,2024-07-10,2024-07-17,7,DHL,TRK136669,Shipped,
3656,3656,2024-02-04,2024-02-11,7,DHL,TRK449897,Shipped,
3755,3755,2024-02-14,2024-02-21,7,DHL,TRK590117,Shipped,
3761,3761,2024-04-15,2024-04-22,7,DHL,TRK280389,Shipped,
3767,3767,2024-03-24,2024-03-31,7,DHL,TRK371803,Shipped,
3914,3914,2024-11-02,2024-11-09,7,DHL,TRK252272,Shipped,
3947,3947,2024-04-16,2024-04-23,7,DHL,TRK951179,Shipped,
3950,3950,2024-09-12,2024-09-19,7,DHL,TRK725268,Shipped,
3959,3959,2024-07-24,2024-07-31,7,DHL,TRK995316,Shipped,
4019,4019,2024-04-24,2024-05-01,7,DHL,TRK626912,Shipped,
4052,4052,2024-03-29,2024-04-05,7,DHL,TRK311961,Shipped,
4085,4085,2024-09-20,2024-09-27,7,DHL,TRK004608,Shipped,
4121,4121,2024-08-28,2024-09-04,7,DHL,TRK755376,Shipped,
4136,4136,2024-09-13,2024-09-20,7,DHL,TRK660256,Shipped,
4196,4196,2024-04-15,2024-04-22,7,DHL,TRK911314,Shipped,
4220,4220,2024-06-28,2024-07-05,7,DHL,TRK054295,Shipped,
4286,4286,2024-11-05,2024-11-12,7,DHL,TRK581058,Shipped,
4313,4313,2024-02-01,2024-02-08,7,DHL,TRK917719,Shipped,
4316,4316,2024-05-13,2024-05-20,7,DHL,TRK786870,Shipped,
4361,4361,2024-07-07,2024-07-14,7,DHL,TRK358986,Shipped,
4415,4415,2024-02-08,2024-02-15,7,DHL,TRK574127,Shipped,
4421,4421,2024-03-05,2024-03-12,7,DHL,TRK236073,Shipped,
4445,4445,2023-11-21,2023-11-28,7,DHL,TRK132621,Shipped,
4553,4553,2024-07-10,2024-07-17,7,DHL,TRK743743,Shipped,
4580,4580,2023-12-17,2023-12-24,7,DHL,TRK646874,Shipped,
4595,4595,2024-01-04,2024-01-11,7,DHL,TRK009598,Shipped,
4622,4622,2024-05-11,2024-05-18,7,DHL,TRK928447,Shipped,
4643,4643,2024-02-23,2024-03-01,7,DHL,TRK142432,Shipped,
4652,4652,2024-01-22,2024-01-29,7,DHL,TRK427729,Shipped,
4682,4682,2024-10-13,2024-10-20,7,DHL,TRK907090,Shipped,
4694,4694,2024-07-01,2024-07-08,7,DHL,TRK267181,Shipped,
4721,4721,2024-03-05,2024-03-12,7,DHL,TRK286040,Shipped,
4763,4763,2024-07-27,2024-08-03,7,DHL,TRK897955,Shipped,
4997,4997,2024-03-24,2024-03-31,7,DHL,TRK170555,Shipped,
5075,5075,2024-03-11,2024-03-18,7,DHL,TRK876079,Shipped,
5186,5186,2024-05-29,2024-06-05,7,DHL,TRK512961,Shipped,
5249,5249,2024-10-29,2024-11-05,7,DHL,TRK276205,Shipped,
5351,5351,2024-11-04,2024-11-11,7,DHL,TRK198406,Shipped,
5429,5429,2024-01-08,2024-01-15,7,DHL,TRK572814,Shipped,
5432,5432,2024-07-29,2024-08-05,7,DHL,TRK592325,Shipped,
5564,5564,2024-08-30,2024-09-06,7,DHL,TRK327090,Shipped,
5621,5621,2024-05-29,2024-06-05,7,DHL,TRK791047,Shipped,
5663,5663,2024-05-24,2024-05-31,7,DHL,TRK869599,Shipped,
5672,5672,2024-11-03,2024-11-10,7,DHL,TRK427317,Shipped,
5741,5741,2023-12-01,2023-12-08,7,DHL,TRK380372,Shipped,
5747,5747,2024-08-17,2024-08-24,7,DHL,TRK183769,Shipped,
5813,5813,2023-11-21,2023-11-28,7,DHL,TRK153967,Shipped,
5831,5831,2024-08-31,2024-09-07,7,DHL,TRK831504,Shipped,
6071,6071,2024-02-27,2024-03-05,7,DHL,TRK569058,Shipped,
6074,6074,2023-11-19,2023-11-26,7,DHL,TRK535695,Shipped,
6299,6299,2024-07-27,2024-08-03,7,DHL,TRK311770,Shipped,
6335,6335,2024-08-06,2024-08-13,7,DHL,TRK491477,Shipped,
6431,6431,2024-02-19,2024-02-26,7,DHL,TRK675605,Shipped,
6500,6500,2023-12-21,2023-12-28,7,DHL,TRK208639,Shipped,
6503,6503,2024-09-01,2024-09-08,7,DHL,TRK448128,Shipped,
6578,6578,2024-05-11,2024-05-18,7,DHL,TRK877553,Shipped,
6839,6839,2024-06-13,2024-06-20,7,DHL,TRK863865,Shipped,
6878,6878,2024-07-04,2024-07-11,7,DHL,TRK884913,Shipped,
6893,6893,2024-10-20,2024-10-27,7,DHL,TRK372369,Shipped,
6926,6926,2024-02-27,2024-03-05,7,DHL,TRK908181,Shipped,
6971,6971,2024-07-27,2024-08-03,7,DHL,TRK156612,Shipped,
7055,7055,2024-11-07,2024-11-14,7,DHL,TRK756716,Shipped,
7109,7109,2024-08-04,2024-08-11,7,DHL,TRK330936,Shipped,
7154,7154,2024-11-02,2024-11-09,7,DHL,TRK892516,Shipped,
7166,7166,2024-04-25,2024-05-02,7,DHL,TRK804232,Shipped,
7184,7184,2024-03-12,2024-03-19,7,DHL,TRK989874,Shipped,
7352,7352,2024-01-11,2024-01-18,7,DHL,TRK615964,Shipped,
7409,7409,2024-08-23,2024-08-30,7,DHL,TRK842511,Shipped,
7427,7427,2024-05-09,2024-05-16,7,DHL,TRK110739,Shipped,
7583,7583,2024-01-01,2024-01-08,7,DHL,TRK451387,Shipped,
7631,7631,2024-02-05,2024-02-12,7,DHL,TRK019865,Shipped,
7634,7634,2024-04-25,2024-05-02,7,DHL,TRK994123,Shipped,
7721,7721,2023-11-19,2023-11-26,7,DHL,TRK211050,Shipped,
7760,7760,2024-11-02,2024-11-09,7,DHL,TRK819712,Shipped,
7817,7817,2024-09-06,2024-09-13,7,DHL,TRK857986,Shipped,
7820,7820,2024-10-05,2024-10-12,7,DHL,TRK497964,Shipped,
7841,7841,2024-02-13,2024-02-20,7,DHL,TRK662051,Shipped,
7856,7856,2023-12-15,2023-12-22,7,DHL,TRK424666,Shipped,
7922,7922,2024-05-20,2024-05-27,7,DHL,TRK603827,Shipped,
7931,7931,2024-07-31,2024-08-07,7,DHL,TRK529251,Shipped,
7949,7949,2023-11-27,2023-12-04,7,DHL,TRK529642,Shipped,
8114,8114,2024-10-16,2024-10-23,7,DHL,TRK279507,Shipped,
8210,8210,2024-01-26,2024-02-02,7,DHL,TRK372547,Shipped,
8213,8213,2024-10-08,2024-10-15,7,DHL,TRK485496,Shipped,
8222,8222,2024-03-08,2024-03-15,7,DHL,TRK349453,Shipped,
8252,8252,2024-04-06,2024-04-13,7,DHL,TRK522440,Shipped,
8342,8342,2024-05-22,2024-05-29,7,DHL,TRK704851,Shipped,
8363,8363,2024-10-04,2024-10-11,7,DHL,TRK146760,Shipped,
8513,8513,2023-12-24,2023-12-31,7,DHL,TRK055776,Shipped,
8543,8543,2024-03-19,2024-03-26,7,DHL,TRK504030,Shipped,
8615,8615,2024-07-05,2024-07-12,7,DHL,TRK952199,Shipped,
8648,8648,2024-11-04,2024-11-11,7,DHL,TRK082695,Shipped,
8750,8750,2024-08-14,2024-08-21,7,DHL,TRK840029,Shipped,
8786,8786,2024-10-23,2024-10-30,7,DHL,TRK446322,Shipped,
8918,8918,2024-07-27,2024-08-03,7,DHL,TRK166331,Shipped,
9038,9038,2023-12-27,2024-01-03,7,DHL,TRK391297,Shipped,
9050,9050,2024-05-21,2024-05-28,7,DHL,TRK541356,Shipped,
9263,9263,2024-06-07,2024-06-14,7,DHL,TRK875116,Shipped,
9287,9287,2024-02-05,2024-02-12,7,DHL,TRK419071,Shipped,
9347,9347,2024-07-21,2024-07-28,7,DHL,TRK233500,Shipped,
9530,9530,2024-06-23,2024-06-30,7,DHL,TRK554148,Shipped,
9566,9566,2024-01-20,2024-01-27,7,DHL,TRK234181,Shipped,
9599,9599,2024-05-21,2024-05-28,7,DHL,TRK461128,Shipped,
9701,9701,2023-12-18,2023-12-25,7,DHL,TRK335318,Shipped,
9731,9731,2024-03-27,2024-04-03,7,DHL,TRK746259,Shipped,
9869,9869,2024-07-16,2024-07-23,7,DHL,TRK074598,Shipped,
9917,9917,2024-03-07,2024-03-14,7,DHL,TRK318568,Shipped,
9935,9935,2024-02-11,2024-02-18,7,DHL,TRK388448,Shipped,
9971,9971,2024-08-03,2024-08-10,7,DHL,TRK636078,Shipped,
10148,10148,2024-04-15,2024-04-22,7,DHL,TRK305876,Shipped,
10151,10151,2024-11-03,2024-11-10,7,DHL,TRK716843,Shipped,
10289,10289,2024-07-26,2024-08-02,7,DHL,TRK114441,Shipped,
10532,10532,2023-11-26,2023-12-03,7,DHL,TRK740930,Shipped,
10655,10655,2024-10-22,2024-10-29,7,DHL,TRK824892,Shipped,
10688,10688,2023-12-27,2024-01-03,7,DHL,TRK161560,Shipped,
10763,10763,2024-09-19,2024-09-26,7,DHL,TRK663000,Shipped,
10838,10838,2024-04-19,2024-04-26,7,DHL,TRK883562,Shipped,
10853,10853,2024-06-22,2024-06-29,7,DHL,TRK200919,Shipped,
10934,10934,2024-03-17,2024-03-24,7,DHL,TRK330034,Shipped,
11045,11045,2024-04-22,2024-04-29,7,DHL,TRK292145,Shipped,
11069,11069,2024-05-30,2024-06-06,7,DHL,TRK347654,Shipped,
11102,11102,2024-07-13,2024-07-20,7,DHL,TRK386742,Shipped,
11138,11138,2024-09-02,2024-09-09,7,DHL,TRK296094,Shipped,
11141,11141,2024-07-30,2024-08-06,7,DHL,TRK485644,Shipped,
11216,11216,2024-08-15,2024-08-22,7,DHL,TRK583522,Shipped,
11285,11285,2023-12-30,2024-01-06,7,DHL,TRK689644,Shipped,
11366,11366,2024-10-24,2024-10-31,7,DHL,TRK335243,Shipped,
11411,11411,2024-01-28,2024-02-04,7,DHL,TRK014802,Shipped,
11489,11489,2024-05-22,2024-05-29,7,DHL,TRK981450,Shipped,
11528,11528,2024-05-19,2024-05-26,7,DHL,TRK318491,Shipped,
